Time,Z-axis,Y-axis,X-axis,Battery,∞Celsius,EDA(uS),Event
40:01.5,-0.19,0.13,-0.79,-1,31.8,0.072,0
40:01.6,-0.24,0.29,-0.82,-1,31.8,0.072,0
40:01.6,-0.18,-0.14,-0.66,-1,31.8,0.072,0
40:01.6,-0.18,-0.02,-0.79,-1,31.8,0.072,0
40:01.7,-0.2,-0.03,-0.83,-1,31.8,0.069,0
40:01.7,-0.21,-0.03,-0.82,-1,31.8,0.065,0
40:01.7,-0.19,0,-0.84,-1,31.8,0.065,0
40:01.8,-0.21,-0.03,-0.84,-1,31.8,0.063,0
40:01.8,-0.21,0.01,-0.84,-1,31.8,0.063,0
40:01.8,-0.2,0.01,-0.81,-1,31.8,0.063,0
40:01.8,-0.2,-0.02,-0.81,-1,31.8,0.063,0
40:01.9,-0.2,-0.04,-0.8,-1,31.8,0.063,0
40:01.9,-0.19,0,-0.8,-1,31.8,0.063,0
40:01.9,-0.19,0,-0.81,-1,31.8,0.063,0
40:02.0,-0.2,-0.02,-0.81,-1,31.8,0.065,0
40:02.0,-0.19,0,-0.82,-1,31.8,0.065,0
40:02.0,-0.2,0,-0.8,-1,31.8,0.065,0
40:02.1,-0.21,-0.07,-0.81,-1,31.8,0.065,0
40:02.1,-0.23,-0.08,-0.79,-1,31.8,0.065,0
40:02.1,-0.2,0,-0.82,-1,31.8,0.065,0
40:02.2,-0.2,0.03,-0.82,-1,31.8,0.065,0
40:02.2,-0.18,-0.09,-0.82,-1,31.8,0.065,0
40:02.2,-0.2,-0.06,-0.85,-1,31.8,0.065,0
40:02.3,-0.2,-0.05,-0.81,-1,31.8,0.065,0
40:02.3,-0.22,-0.1,-0.81,-1,31.8,0.065,0
40:02.3,-0.22,-0.06,-0.82,-1,31.8,0.065,0
40:02.3,-0.21,-0.03,-0.79,-1,31.8,0.069,0
40:02.4,-0.18,-0.03,-0.78,-1,31.8,0.067,0
40:02.4,-0.15,-0.01,-0.79,-1,31.8,0.067,0
40:02.4,-0.14,0,-0.81,-1,31.8,0.067,0
40:02.5,-0.17,-0.1,-0.82,-1,31.8,0.069,0
40:02.5,-0.16,-0.04,-0.83,-1,31.8,0.067,0
40:02.5,-0.19,-0.02,-0.86,-1,31.8,0.069,0
40:02.6,-0.23,-0.08,-0.8,-1,31.8,0.067,0
40:02.6,-0.26,0,-0.81,-1,31.8,0.069,0
40:02.6,-0.25,0.01,-0.78,-1,31.8,0.069,0
40:02.7,-0.21,-0.03,-0.83,-1,31.8,0.074,0
40:02.7,-0.15,0.06,-0.86,-1,31.8,0.069,0
40:02.7,-0.1,0.04,-0.83,-1,31.8,0.074,0
40:02.7,-0.12,0.04,-0.82,-1,31.8,0.074,0
40:02.8,-0.11,0.09,-0.83,-1,31.8,0.074,0
40:02.8,-0.1,0.07,-0.83,-1,31.8,0.074,0
40:02.8,-0.11,0.1,-0.79,-1,31.8,0.074,0
40:02.9,-0.14,0.13,-0.82,-1,31.8,0.074,0
40:02.9,-0.12,0.17,-0.81,-1,31.8,0.072,0
40:02.9,-0.13,0.19,-0.8,-1,31.8,0.074,0
40:03.0,-0.1,0.24,-0.78,-1,31.8,0.072,0
40:03.0,-0.07,0.28,-0.76,-1,31.8,0.069,0
40:03.0,-0.11,0.29,-0.79,-1,31.8,0.067,0
40:03.1,-0.11,0.28,-0.8,-1,31.8,0.065,0
40:03.1,-0.09,0.29,-0.76,-1,31.8,0.065,0
40:03.1,-0.03,0.3,-0.78,-1,31.8,0.065,0
40:03.2,-0.04,0.31,-0.79,-1,31.8,0.065,0
40:03.2,-0.05,0.32,-0.8,-1,31.8,0.065,0
40:03.2,-0.05,0.31,-0.75,-1,31.8,0.065,0
40:03.2,-0.05,0.32,-0.73,-1,31.8,0.065,0
40:03.3,-0.05,0.29,-0.73,-1,31.8,0.065,0
40:03.3,-0.06,0.27,-0.77,-1,31.8,0.065,0
40:03.3,-0.08,0.29,-0.78,-1,31.8,0.065,0
40:03.4,-0.09,0.28,-0.8,-1,31.8,0.065,0
40:03.4,-0.1,0.28,-0.82,-1,31.8,0.063,0
40:03.4,-0.13,0.25,-0.81,-1,31.8,0.065,0
40:03.5,-0.11,0.28,-0.83,-1,31.8,0.065,0
40:03.5,-0.06,0.26,-0.81,-1,31.8,0.065,0
40:03.5,-0.07,0.27,-0.8,-1,31.8,0.065,0
40:03.6,-0.05,0.27,-0.79,-1,31.8,0.065,0
40:03.6,-0.05,0.29,-0.8,-1,31.8,0.063,0
40:03.6,-0.05,0.26,-0.77,-1,31.8,0.065,0
40:03.7,-0.04,0.27,-0.76,-1,31.8,0.065,0
40:03.7,-0.03,0.26,-0.74,-1,31.8,0.065,0
40:03.7,-0.02,0.25,-0.74,-1,31.8,0.063,0
40:03.7,-0.02,0.25,-0.75,-1,31.8,0.065,0
40:03.8,-0.02,0.28,-0.78,-1,31.8,0.063,0
40:03.8,-0.02,0.28,-0.79,-1,31.8,0.063,0
40:03.8,-0.05,0.28,-0.8,-1,31.8,0.061,0
40:03.9,-0.05,0.28,-0.79,-1,31.8,0.061,0
40:03.9,-0.05,0.29,-0.78,-1,31.8,0.063,0
40:03.9,-0.05,0.27,-0.79,-1,31.8,0.063,0
40:04.0,-0.06,0.27,-0.77,-1,31.8,0.061,0
40:04.0,-0.06,0.28,-0.79,-1,31.8,0.061,0
40:04.0,-0.05,0.28,-0.8,-1,31.8,0.061,0
40:04.1,-0.05,0.28,-0.8,-1,31.8,0.061,0
40:04.1,-0.05,0.28,-0.79,-1,31.8,0.061,0
40:04.1,-0.05,0.28,-0.79,-1,31.8,0.063,0
40:04.2,-0.06,0.27,-0.78,-1,31.8,0.063,0
40:04.2,-0.06,0.27,-0.78,-1,31.8,0.067,0
40:04.2,-0.06,0.25,-0.78,-1,31.8,0.067,0
40:04.3,-0.06,0.27,-0.79,-1,31.8,0.069,0
40:04.3,-0.06,0.25,-0.78,-1,31.8,0.071,0
40:04.3,-0.06,0.27,-0.8,-1,31.8,0.071,0
40:04.3,-0.07,0.27,-0.8,-1,31.8,0.071,0
40:04.4,-0.07,0.25,-0.79,-1,31.8,0.074,0
40:04.4,-0.07,0.28,-0.78,-1,31.8,0.074,0
40:04.4,-0.07,0.26,-0.78,-1,31.8,0.074,0
40:04.5,-0.07,0.26,-0.78,-1,31.8,0.074,0
40:04.5,-0.07,0.27,-0.79,-1,31.8,0.074,0
40:04.5,-0.07,0.28,-0.79,-1,31.8,0.074,0
40:04.6,-0.08,0.29,-0.79,-1,31.8,0.074,0
40:04.6,-0.08,0.27,-0.79,-1,31.8,0.074,0
40:04.6,-0.08,0.28,-0.79,-1,31.8,0.074,0
40:04.7,-0.08,0.28,-0.78,-1,31.8,0.074,0
40:04.7,-0.08,0.28,-0.78,-1,31.8,0.074,0
40:04.7,-0.09,0.27,-0.79,-1,31.8,0.074,0
40:04.7,-0.08,0.29,-0.78,-1,31.8,0.074,0
40:04.8,-0.08,0.27,-0.77,-1,31.8,0.074,0
40:04.8,-0.09,0.28,-0.78,-1,31.8,0.074,0
40:04.8,-0.09,0.28,-0.79,-1,31.8,0.074,0
40:04.9,-0.09,0.28,-0.78,-1,31.8,0.074,0
40:04.9,-0.09,0.28,-0.79,-1,31.8,0.074,0
40:04.9,-0.1,0.29,-0.79,-1,32,0.074,0
40:05.0,-0.09,0.28,-0.79,-1,31.8,0.076,0
40:05.0,-0.09,0.27,-0.78,-1,31.8,0.082,0
40:05.0,-0.1,0.28,-0.79,-1,31.8,0.087,0
40:05.1,-0.09,0.27,-0.78,-1,31.8,0.089,0
40:05.1,-0.09,0.27,-0.78,-1,31.8,0.094,0
40:05.1,-0.09,0.27,-0.77,-1,31.8,0.094,0
40:05.2,-0.09,0.28,-0.78,-1,31.8,0.096,0
40:05.2,-0.09,0.28,-0.78,-1,31.8,0.1,0
40:05.2,-0.1,0.28,-0.78,-1,32,0.1,0
40:05.2,-0.1,0.29,-0.78,-1,31.8,0.1,0
40:05.3,-0.1,0.3,-0.79,-1,32,0.1,0
40:05.3,-0.09,0.3,-0.78,-1,31.8,0.1,0
40:05.3,-0.1,0.3,-0.78,-1,32,0.1,0
40:05.4,-0.11,0.29,-0.77,-1,31.8,0.1,0
40:05.4,-0.1,0.28,-0.78,-1,31.8,0.1,0
40:05.4,-0.11,0.28,-0.78,-1,31.8,0.1,0
40:05.5,-0.1,0.28,-0.79,-1,31.8,0.1,0
40:05.5,-0.1,0.28,-0.78,-1,32,0.1,0
40:05.5,-0.1,0.28,-0.78,-1,31.8,0.1,0
40:05.6,-0.1,0.28,-0.78,-1,31.8,0.1,0
40:05.6,-0.1,0.29,-0.78,-1,31.8,0.1,0
40:05.6,-0.11,0.29,-0.78,-1,31.8,0.098,0
40:05.7,-0.1,0.29,-0.78,-1,31.8,0.098,0
40:05.7,-0.11,0.29,-0.78,-1,31.8,0.098,0
40:05.7,-0.13,0.3,-0.78,-1,31.8,0.098,0
40:05.8,-0.15,0.29,-0.79,-1,31.8,0.098,0
40:05.8,-0.13,0.32,-0.8,-1,31.8,0.096,0
40:05.8,-0.1,0.3,-0.78,-1,31.8,0.096,0
40:05.8,-0.08,0.3,-0.76,-1,31.8,0.096,0
40:05.9,-0.08,0.29,-0.75,-1,31.8,0.096,0
40:05.9,-0.11,0.29,-0.74,-1,31.8,0.096,0
40:05.9,-0.11,0.29,-0.75,-1,31.8,0.096,0
40:06.0,-0.11,0.3,-0.76,-1,31.8,0.096,0
40:06.0,-0.11,0.3,-0.77,-1,31.8,0.096,0
40:06.0,-0.11,0.31,-0.78,-1,32,0.096,0
40:06.1,-0.12,0.32,-0.8,-1,31.8,0.096,0
40:06.1,-0.13,0.33,-0.8,-1,31.8,0.096,0
40:06.1,-0.14,0.33,-0.8,-1,31.8,0.096,0
40:06.2,-0.14,0.33,-0.8,-1,32,0.094,0
40:06.2,-0.13,0.32,-0.78,-1,31.8,0.096,0
40:06.2,-0.13,0.31,-0.77,-1,31.8,0.094,0
40:06.2,-0.12,0.31,-0.76,-1,31.8,0.096,0
40:06.3,-0.11,0.31,-0.75,-1,32,0.091,0
40:06.3,-0.12,0.31,-0.76,-1,31.8,0.091,0
40:06.3,-0.13,0.31,-0.78,-1,31.8,0.091,0
40:06.4,-0.11,0.3,-0.78,-1,32,0.092,0
40:06.4,-0.12,0.29,-0.79,-1,31.8,0.092,0
40:06.4,-0.1,0.3,-0.77,-1,31.8,0.092,0
40:06.5,-0.11,0.29,-0.76,-1,31.8,0.089,0
40:06.5,-0.12,0.29,-0.76,-1,31.8,0.089,0
40:06.5,-0.1,0.3,-0.76,-1,31.8,0.089,0
40:06.6,-0.09,0.31,-0.76,-1,31.8,0.089,0
40:06.6,-0.11,0.31,-0.77,-1,31.8,0.089,0
40:06.6,-0.11,0.3,-0.77,-1,31.8,0.089,0
40:06.7,-0.13,0.31,-0.78,-1,31.8,0.09,0
40:06.7,-0.13,0.31,-0.78,-1,31.8,0.089,0
40:06.7,-0.13,0.3,-0.78,-1,31.8,0.091,0
40:06.7,-0.13,0.32,-0.79,-1,31.8,0.089,0
40:06.8,-0.12,0.31,-0.78,-1,31.8,0.089,0
40:06.8,-0.11,0.32,-0.78,-1,31.8,0.087,0
40:06.8,-0.12,0.31,-0.77,-1,31.8,0.087,0
40:06.9,-0.1,0.3,-0.77,-1,31.8,0.087,0
40:06.9,-0.1,0.3,-0.77,-1,32,0.087,0
40:06.9,-0.13,0.29,-0.77,-1,31.8,0.087,0
40:07.0,-0.09,0.29,-0.76,-1,31.8,0.087,0
40:07.0,-0.11,0.29,-0.76,-1,31.8,0.087,0
40:07.0,-0.13,0.28,-0.77,-1,31.8,0.087,0
40:07.1,-0.12,0.29,-0.77,-1,31.8,0.087,0
40:07.1,-0.12,0.3,-0.79,-1,31.8,0.087,0
40:07.1,-0.12,0.29,-0.79,-1,31.8,0.087,0
40:07.2,-0.12,0.31,-0.79,-1,31.8,0.087,0
40:07.2,-0.11,0.3,-0.79,-1,31.8,0.085,0
40:07.2,-0.11,0.29,-0.78,-1,31.8,0.085,0
40:07.2,-0.1,0.29,-0.77,-1,32,0.087,0
40:07.3,-0.1,0.26,-0.76,-1,31.8,0.082,0
40:07.3,-0.12,0.26,-0.76,-1,31.8,0.085,0
40:07.3,-0.12,0.25,-0.77,-1,31.8,0.082,0
40:07.4,-0.12,0.27,-0.8,-1,31.8,0.082,0
40:07.4,-0.11,0.26,-0.78,-1,31.8,0.082,0
40:07.4,-0.11,0.27,-0.79,-1,31.8,0.082,0
40:07.5,-0.11,0.29,-0.78,-1,31.8,0.082,0
40:07.5,-0.12,0.29,-0.77,-1,32,0.082,0
40:07.5,-0.13,0.3,-0.77,-1,31.8,0.082,0
40:07.6,-0.12,0.3,-0.77,-1,32,0.082,0
40:07.6,-0.12,0.29,-0.79,-1,32,0.082,0
40:07.6,-0.11,0.29,-0.79,-1,32,0.082,0
40:07.7,-0.13,0.28,-0.78,-1,32,0.082,0
40:07.7,-0.12,0.28,-0.78,-1,32,0.082,0
40:07.7,-0.11,0.29,-0.78,-1,32,0.082,0
40:07.8,-0.11,0.27,-0.77,-1,31.8,0.082,0
40:07.8,-0.12,0.28,-0.78,-1,31.8,0.082,0
40:07.8,-0.12,0.28,-0.78,-1,31.8,0.082,0
40:07.8,-0.12,0.28,-0.78,-1,32,0.082,0
40:07.9,-0.12,0.28,-0.79,-1,32,0.082,0
40:07.9,-0.12,0.28,-0.78,-1,32,0.082,0
40:07.9,-0.12,0.27,-0.77,-1,32,0.082,0
40:08.0,-0.12,0.27,-0.79,-1,31.8,0.082,0
40:08.0,-0.13,0.28,-0.78,-1,31.8,0.082,0
40:08.0,-0.12,0.28,-0.78,-1,31.8,0.082,0
40:08.1,-0.13,0.28,-0.77,-1,31.8,0.082,0
40:08.1,-0.13,0.28,-0.78,-1,31.8,0.082,0
40:08.1,-0.12,0.27,-0.78,-1,31.8,0.082,0
40:08.2,-0.12,0.29,-0.79,-1,31.8,0.082,0
40:08.2,-0.13,0.28,-0.78,-1,31.8,0.082,0
40:08.2,-0.13,0.28,-0.78,-1,31.8,0.082,0
40:08.3,-0.12,0.29,-0.77,-1,31.8,0.082,0
40:08.3,-0.13,0.28,-0.77,-1,31.8,0.082,0
40:08.3,-0.12,0.25,-0.77,-1,31.8,0.08,0
40:08.3,-0.11,0.29,-0.8,-1,32,0.08,0
40:08.4,-0.12,0.27,-0.79,-1,31.8,0.082,0
40:08.4,-0.13,0.27,-0.77,-1,31.8,0.082,0
40:08.4,-0.13,0.28,-0.77,-1,31.8,0.08,0
40:08.5,-0.14,0.28,-0.77,-1,31.8,0.08,0
40:08.5,-0.13,0.29,-0.77,-1,32,0.082,0
40:08.5,-0.12,0.3,-0.77,-1,31.8,0.08,0
40:08.6,-0.13,0.3,-0.79,-1,31.8,0.08,0
40:08.6,-0.13,0.3,-0.78,-1,32,0.08,0
40:08.6,-0.13,0.31,-0.79,-1,31.8,0.08,0
40:08.7,-0.12,0.31,-0.77,-1,31.8,0.08,0
40:08.7,-0.13,0.28,-0.76,-1,31.8,0.08,0
40:08.7,-0.15,0.3,-0.78,-1,31.8,0.08,0
40:08.7,-0.14,0.3,-0.8,-1,31.8,0.08,0
40:08.8,-0.13,0.3,-0.8,-1,32,0.078,0
40:08.8,-0.13,0.3,-0.8,-1,31.8,0.078,0
40:08.8,-0.1,0.28,-0.77,-1,32,0.078,0
40:08.9,-0.11,0.29,-0.76,-1,32,0.078,0
40:08.9,-0.12,0.27,-0.78,-1,31.8,0.08,0
40:08.9,-0.12,0.28,-0.81,-1,31.8,0.081,0
40:09.0,-0.12,0.27,-0.78,-1,31.8,0.078,0
40:09.0,-0.11,0.29,-0.75,-1,32,0.076,0
40:09.0,-0.12,0.28,-0.77,-1,31.8,0.076,0
40:09.1,-0.11,0.29,-0.77,-1,32,0.078,0
40:09.1,-0.1,0.24,-0.79,-1,32,0.076,0
40:09.1,-0.11,0.27,-0.81,-1,32,0.076,0
40:09.2,-0.12,0.36,-0.84,-1,32,0.076,0
40:09.2,-0.13,0.24,-0.74,-1,32,0.076,0
40:09.2,-0.1,0.3,-0.77,-1,32,0.074,0
40:09.2,-0.09,0.37,-0.77,-1,31.8,0.076,0
40:09.3,-0.11,0.24,-0.76,-1,31.8,0.076,0
40:09.3,-0.09,0.19,-0.77,-1,31.8,0.078,0
40:09.3,-0.1,0.21,-0.82,-1,32,0.078,0
40:09.4,-0.12,0.16,-0.8,-1,32,0.078,0
40:09.4,-0.1,0.13,-0.78,-1,32,0.078,0
40:09.4,-0.1,0.21,-0.79,-1,31.8,0.078,0
40:09.5,-0.1,0.2,-0.78,-1,32,0.078,0
40:09.5,-0.11,0.24,-0.78,-1,32,0.078,0
40:09.5,-0.09,0.27,-0.8,-1,31.8,0.076,0
40:09.6,-0.1,0.28,-0.8,-1,32,0.076,0
40:09.6,-0.11,0.26,-0.8,-1,31.8,0.076,0
40:09.6,-0.1,0.28,-0.81,-1,32,0.074,0
40:09.7,-0.1,0.27,-0.78,-1,32,0.074,0
40:09.7,-0.1,0.24,-0.77,-1,32,0.074,0
40:09.7,-0.1,0.24,-0.79,-1,32,0.074,0
40:09.8,-0.1,0.23,-0.79,-1,32,0.074,0
40:09.8,-0.11,0.23,-0.78,-1,32,0.074,0
40:09.8,-0.1,0.22,-0.8,-1,32,0.074,0
40:09.8,-0.11,0.24,-0.81,-1,31.8,0.074,0
40:09.9,-0.11,0.25,-0.79,-1,32,0.074,0
40:09.9,-0.11,0.21,-0.78,-1,31.8,0.074,0
40:09.9,-0.11,0.25,-0.81,-1,32,0.074,0
40:10.0,-0.11,0.24,-0.79,-1,32,0.074,0
40:10.0,-0.11,0.24,-0.78,-1,32,0.074,0
40:10.0,-0.11,0.25,-0.79,-1,32,0.074,0
40:10.1,-0.11,0.22,-0.79,-1,31.8,0.074,0
40:10.1,-0.11,0.24,-0.79,-1,32,0.074,0
40:10.1,-0.11,0.24,-0.79,-1,32,0.074,0
40:10.2,-0.11,0.25,-0.78,-1,31.8,0.071,0
40:10.2,-0.1,0.24,-0.79,-1,32,0.074,0
40:10.2,-0.11,0.23,-0.8,-1,31.8,0.074,0
