Time,Z-axis,Y-axis,X-axis,Battery,∞Celsius,EDA(uS),Event
20:16.7,0.22,0.79,0.64,-1,39.7,0.34,0
20:16.7,0.23,0.72,0.65,-1,39.7,0.337,0
20:16.7,0.24,0.77,0.69,-1,39.7,0.334,0
20:16.7,0.24,0.82,0.63,-1,39.7,0.331,0
20:16.8,0.2,0.69,0.55,-1,39.7,0.329,0
20:16.8,0.22,0.77,0.63,-1,39.5,0.329,0
20:16.8,0.22,0.76,0.61,-1,39.7,0.329,0
20:16.9,0.22,0.73,0.6,-1,39.7,0.329,0
20:16.9,0.23,0.78,0.63,-1,39.7,0.329,0
20:16.9,0.24,0.8,0.68,-1,39.7,0.329,0
20:17.0,0.24,0.76,0.65,-1,39.7,0.329,0
20:17.0,0.25,0.74,0.64,-1,39.7,0.331,0
20:17.0,0.25,0.74,0.64,-1,39.7,0.329,0
20:17.1,0.26,0.76,0.67,-1,39.5,0.334,0
20:17.1,0.27,0.75,0.66,-1,39.7,0.334,0
20:17.1,0.27,0.73,0.64,-1,39.5,0.334,0
20:17.2,0.27,0.75,0.63,-1,39.5,0.334,0
20:17.2,0.26,0.81,0.61,-1,39.5,0.334,0
20:17.2,0.26,0.78,0.61,-1,39.7,0.334,0
20:17.2,0.27,0.79,0.58,-1,39.7,0.334,0
20:17.3,0.27,0.8,0.58,-1,39.7,0.334,0
20:17.3,0.25,0.79,0.53,-1,39.5,0.334,0
20:17.3,0.25,0.76,0.61,-1,39.5,0.334,0
20:17.4,0.25,0.77,0.58,-1,39.5,0.334,0
20:17.4,0.26,0.77,0.59,-1,39.5,0.334,0
20:17.4,0.26,0.8,0.6,-1,39.5,0.334,0
20:17.5,0.25,0.77,0.58,-1,39.5,0.334,0
20:17.5,0.26,0.8,0.58,-1,39.5,0.334,0
20:17.5,0.25,0.78,0.6,-1,39.5,0.334,0
20:17.6,0.24,0.74,0.67,-1,39.5,0.334,0
20:17.6,0.28,0.8,0.66,-1,39.5,0.334,0
20:17.6,0.25,0.73,0.67,-1,39.5,0.334,0
20:17.7,0.27,0.76,0.69,-1,39.5,0.334,0
20:17.7,0.26,0.74,0.71,-1,39.5,0.329,0
20:17.7,0.26,0.71,0.73,-1,39.5,0.329,0
20:17.7,0.26,0.73,0.74,-1,39.5,0.329,0
20:17.8,0.25,0.71,0.74,-1,39.5,0.329,0
20:17.8,0.24,0.7,0.73,-1,39.5,0.329,0
20:17.8,0.23,0.71,0.73,-1,39.5,0.332,0
20:17.9,0.22,0.71,0.72,-1,39.5,0.334,0
20:17.9,0.21,0.7,0.73,-1,39.5,0.334,0
20:17.9,0.22,0.71,0.73,-1,39.5,0.334,0
20:18.0,0.23,0.72,0.74,-1,39.5,0.331,0
20:18.0,0.23,0.72,0.72,-1,39.5,0.332,0
20:18.0,0.24,0.71,0.72,-1,39.5,0.329,0
20:18.1,0.24,0.73,0.73,-1,39.5,0.329,0
20:18.1,0.23,0.73,0.73,-1,39.5,0.332,0
20:18.1,0.22,0.73,0.72,-1,39.5,0.329,0
20:18.2,0.22,0.73,0.73,-1,39.5,0.329,0
20:18.2,0.21,0.72,0.7,-1,39.5,0.329,0
20:18.2,0.23,0.72,0.71,-1,39.5,0.329,0
20:18.3,0.23,0.74,0.71,-1,39.5,0.329,0
20:18.3,0.22,0.73,0.69,-1,39.5,0.329,0
20:18.3,0.23,0.74,0.71,-1,39.5,0.329,0
20:18.3,0.22,0.73,0.72,-1,39.5,0.329,0
20:18.4,0.22,0.76,0.72,-1,39.5,0.329,0
20:18.4,0.2,0.73,0.67,-1,39.5,0.329,0
20:18.4,0.21,0.72,0.67,-1,39.5,0.329,0
20:18.5,0.21,0.73,0.69,-1,39.5,0.329,0
20:18.5,0.22,0.74,0.74,-1,39.5,0.329,0
20:18.5,0.23,0.7,0.7,-1,39.5,0.329,0
20:18.6,0.22,0.72,0.71,-1,39.5,0.329,0
20:18.6,0.24,0.66,0.72,-1,39.5,0.329,0
20:18.6,0.22,0.73,0.72,-1,39.5,0.329,0
20:18.7,0.21,0.74,0.72,-1,39.5,0.329,0
20:18.7,0.21,0.75,0.78,-1,39.5,0.329,0
20:18.7,0.22,0.74,0.79,-1,39.5,0.329,0
20:18.7,0.22,0.76,0.74,-1,39.5,0.329,0
20:18.8,0.22,0.75,0.73,-1,39.3,0.329,0
20:18.8,0.22,0.73,0.74,-1,39.5,0.329,0
20:18.8,0.22,0.7,0.72,-1,39.5,0.329,0
20:18.9,0.21,0.72,0.73,-1,39.5,0.332,0
20:18.9,0.21,0.7,0.73,-1,39.5,0.329,0
20:18.9,0.21,0.71,0.73,-1,39.5,0.329,0
20:19.0,0.22,0.71,0.73,-1,39.5,0.332,0
20:19.0,0.23,0.71,0.74,-1,39.5,0.334,0
20:19.0,0.24,0.72,0.74,-1,39.5,0.334,0
20:19.1,0.24,0.74,0.75,-1,39.5,0.332,0
20:19.1,0.25,0.71,0.74,-1,39.5,0.334,0
20:19.1,0.26,0.76,0.75,-1,39.5,0.329,0
20:19.2,0.29,0.69,0.75,-1,39.5,0.329,0
20:19.2,0.31,0.65,0.76,-1,39.5,0.329,0
20:19.2,0.29,0.7,0.75,-1,39.5,0.331,0
20:19.2,0.26,0.68,0.72,-1,39.5,0.329,0
20:19.3,0.25,0.67,0.73,-1,39.5,0.329,0
20:19.3,0.24,0.69,0.71,-1,39.3,0.329,0
20:19.3,0.23,0.69,0.7,-1,39.3,0.329,0
20:19.4,0.24,0.69,0.74,-1,39.5,0.332,0
20:19.4,0.25,0.7,0.74,-1,39.5,0.332,0
20:19.4,0.24,0.68,0.74,-1,39.3,0.329,0
20:19.5,0.24,0.71,0.77,-1,39.5,0.329,0
20:19.5,0.24,0.67,0.75,-1,39.5,0.329,0
20:19.5,0.25,0.69,0.77,-1,39.3,0.329,0
20:19.6,0.27,0.68,0.79,-1,39.3,0.329,0
20:19.6,0.27,0.69,0.78,-1,39.3,0.329,0
20:19.6,0.27,0.68,0.77,-1,39.3,0.329,0
20:19.7,0.26,0.68,0.75,-1,39.3,0.326,0
20:19.7,0.27,0.68,0.75,-1,39.3,0.329,0
20:19.7,0.26,0.66,0.73,-1,39.3,0.329,0
20:19.8,0.25,0.66,0.69,-1,39.3,0.326,0
20:19.8,0.3,0.72,0.82,-1,39.3,0.326,0
20:19.8,0.28,0.7,0.75,-1,39.3,0.326,0
20:19.8,0.3,0.69,0.78,-1,39.3,0.326,0
20:19.9,0.28,0.7,0.78,-1,39.3,0.326,0
20:19.9,0.28,0.69,0.76,-1,39.3,0.326,0
20:19.9,0.28,0.69,0.79,-1,39.3,0.329,0
20:20.0,0.27,0.69,0.78,-1,39.3,0.329,0
20:20.0,0.24,0.68,0.76,-1,39.3,0.329,0
20:20.0,0.25,0.67,0.77,-1,39.3,0.329,0
20:20.1,0.24,0.67,0.75,-1,39.3,0.326,0
20:20.1,0.25,0.68,0.75,-1,39.3,0.326,0
20:20.1,0.25,0.71,0.73,-1,39.3,0.329,0
20:20.2,0.27,0.72,0.72,-1,39.3,0.329,0
20:20.2,0.28,0.69,0.7,-1,39.3,0.326,0
20:20.2,0.3,0.73,0.72,-1,39.3,0.329,0
20:20.2,0.3,0.71,0.7,-1,39.3,0.326,0
20:20.3,0.28,0.68,0.69,-1,39.3,0.329,0
20:20.3,0.28,0.7,0.71,-1,39.3,0.329,0
20:20.3,0.28,0.68,0.71,-1,39.3,0.326,0
20:20.4,0.29,0.71,0.72,-1,39.3,0.329,0
20:20.4,0.3,0.7,0.7,-1,39.3,0.326,0
20:20.4,0.31,0.72,0.69,-1,39.3,0.326,0
20:20.5,0.3,0.74,0.68,-1,39.3,0.329,0
20:20.5,0.28,0.73,0.66,-1,39.3,0.329,0
20:20.5,0.29,0.73,0.68,-1,39.3,0.326,0
20:20.6,0.29,0.74,0.68,-1,39.3,0.326,0
20:20.6,0.28,0.75,0.63,-1,39.3,0.326,0
20:20.6,0.27,0.75,0.63,-1,39.3,0.326,0
20:20.7,0.27,0.77,0.64,-1,39.3,0.329,0
20:20.7,0.26,0.79,0.6,-1,39.3,0.326,0
20:20.7,0.3,0.83,0.56,-1,39.3,0.326,0
20:20.7,0.24,0.82,0.53,-1,39.3,0.329,0
20:20.8,0.26,0.81,0.59,-1,39.3,0.329,0
20:20.8,0.26,0.83,0.58,-1,39.3,0.329,0
20:20.8,0.28,0.87,0.51,-1,39.3,0.329,0
20:20.9,0.27,0.85,0.49,-1,39.3,0.332,0
20:20.9,0.28,0.87,0.51,-1,39.3,0.334,0
20:20.9,0.28,0.82,0.51,-1,39.3,0.334,0
20:21.0,0.28,0.83,0.45,-1,39.3,0.334,0
20:21.0,0.28,0.82,0.42,-1,39.3,0.337,0
20:21.0,0.28,0.83,0.41,-1,39.3,0.34,0
20:21.1,0.27,0.9,0.3,-1,39.3,0.34,0
20:21.1,0.27,0.96,0.32,-1,39.3,0.342,0
20:21.1,0.3,0.8,0.42,-1,39.3,0.346,0
20:21.2,0.3,0.94,0.36,-1,39.3,0.351,0
20:21.2,0.29,0.88,0.2,-1,39.3,0.357,0
20:21.2,0.41,0.84,0.19,-1,39.3,0.359,0
20:21.2,0.29,0.82,0.19,-1,39.3,0.362,0
20:21.3,0.24,0.77,0.07,-1,39.3,0.362,0
20:21.3,0.25,1.03,-0.07,-1,39.3,0.365,0
20:21.3,0.33,0.78,0.23,-1,39.3,0.365,0
20:21.4,0.25,0.88,0.03,-1,39.3,0.365,0
20:21.4,0.24,0.88,0.02,-1,39.3,0.368,0
20:21.4,0.23,0.76,0.06,-1,39.3,0.365,0
20:21.5,0.22,0.7,0,-1,39.3,0.365,0
20:21.5,0.21,0.9,0.06,-1,39.1,0.368,0
20:21.5,0.21,0.99,0,-1,39.3,0.368,0
20:21.6,0.19,0.83,-0.12,-1,39.1,0.368,0
20:21.6,0.33,0.66,0.14,-1,39.3,0.371,0
20:21.6,0.37,0.94,0.1,-1,39.3,0.376,0
20:21.7,0.24,0.99,-0.14,-1,39.3,0.38,0
20:21.7,0.25,0.84,-0.04,-1,39.1,0.38,0
20:21.7,0.14,1.01,-0.22,-1,39.3,0.385,0
20:21.8,0.11,0.9,-0.13,-1,39.3,0.385,0
20:21.8,0.12,1,-0.12,-1,39.1,0.385,0
20:21.8,0.19,0.65,0.02,-1,39.3,0.385,0
20:21.8,0.21,0.98,-0.02,-1,39.3,0.385,0
20:21.9,0.22,0.93,-0.12,-1,39.3,0.385,0
20:21.9,0.25,0.84,-0.06,-1,39.3,0.385,0
20:21.9,0.24,0.76,-0.08,-1,39.3,0.385,0
20:22.0,0.23,0.93,-0.14,-1,39.3,0.385,0
20:22.0,0.18,0.88,-0.16,-1,39.1,0.385,0
20:22.0,0.19,0.77,-0.16,-1,39.3,0.385,0
20:22.1,0.23,0.89,-0.11,-1,39.3,0.385,0
20:22.1,0.26,0.77,-0.07,-1,39.3,0.385,0
20:22.1,0.28,0.77,-0.12,-1,39.3,0.385,0
20:22.2,0.3,0.88,-0.2,-1,39.1,0.385,0
20:22.2,0.35,0.85,-0.13,-1,39.1,0.385,0
20:22.2,0.41,0.84,-0.08,-1,39.3,0.385,0
20:22.2,0.4,0.65,-0.06,-1,39.3,0.385,0
20:22.3,0.35,0.79,-0.16,-1,39.3,0.385,0
20:22.3,0.36,0.79,-0.2,-1,39.1,0.385,0
20:22.3,0.38,0.77,-0.16,-1,39.1,0.385,0
20:22.4,0.36,0.76,-0.17,-1,39.1,0.385,0
20:22.4,0.35,0.8,-0.19,-1,39.1,0.385,0
20:22.4,0.36,0.77,-0.22,-1,39.1,0.385,0
20:22.5,0.37,0.8,-0.2,-1,39.3,0.385,0
20:22.5,0.36,0.75,-0.18,-1,39.1,0.385,0
20:22.5,0.37,0.8,-0.17,-1,39.1,0.385,0
20:22.6,0.36,0.77,-0.19,-1,39.1,0.385,0
20:22.6,0.36,0.79,-0.17,-1,39.1,0.385,0
20:22.6,0.34,0.78,-0.19,-1,39.1,0.385,0
20:22.7,0.33,0.76,-0.21,-1,39.1,0.385,0
20:22.7,0.36,0.78,-0.2,-1,39.1,0.385,0
20:22.7,0.35,0.77,-0.23,-1,39.1,0.385,0
20:22.7,0.32,0.68,-0.26,-1,39.1,0.385,0
20:22.8,0.3,0.74,-0.25,-1,39.1,0.385,0
20:22.8,0.33,0.82,-0.22,-1,39.1,0.385,0
20:22.8,0.32,0.79,-0.21,-1,39.1,0.385,0
20:22.9,0.34,0.79,-0.19,-1,39.1,0.385,0
20:22.9,0.33,0.79,-0.21,-1,39.1,0.385,0
20:22.9,0.34,0.82,-0.24,-1,39.1,0.385,0
20:23.0,0.34,0.8,-0.25,-1,39.1,0.385,0
20:23.0,0.34,0.82,-0.26,-1,39.1,0.385,0
20:23.0,0.34,0.77,-0.24,-1,39.1,0.385,0
20:23.1,0.32,0.84,-0.22,-1,39.1,0.385,0
20:23.1,0.3,0.87,-0.25,-1,39.1,0.382,0
20:23.1,0.28,0.67,-0.39,-1,39.1,0.385,0
20:23.2,0.27,0.45,-0.48,-1,39.1,0.385,0
20:23.2,0.25,0.32,-0.67,-1,39.1,0.385,0
20:23.2,0.36,0.35,-0.67,-1,39.1,0.385,0
20:23.2,0.45,0.35,-0.56,-1,39.1,0.385,0
20:23.3,0.43,0.39,-0.63,-1,39.1,0.385,0
20:23.3,0.41,0.19,-0.61,-1,39.1,0.385,0
20:23.3,0.4,-0.01,-0.55,-1,39.1,0.385,0
20:23.4,0.36,0.01,-0.67,-1,39.1,0.385,0
20:23.4,0.32,0.19,-0.86,-1,39.1,0.382,0
20:23.4,0.32,0.19,-0.8,-1,39.1,0.382,0
20:23.5,0.33,0.26,-0.7,-1,39.1,0.385,0
20:23.5,0.34,0.29,-0.74,-1,39.1,0.385,0
20:23.5,0.35,0.32,-0.72,-1,39.1,0.385,0
20:23.6,0.32,0.24,-0.72,-1,39.1,0.382,0
20:23.6,0.32,0.03,-0.61,-1,39.1,0.385,0
20:23.6,0.21,0.21,-0.71,-1,39.1,0.385,0
20:23.7,0.15,0.25,-0.87,-1,39.1,0.382,0
20:23.7,0.21,0.17,-0.73,-1,39.1,0.385,0
20:23.7,0.24,0.24,-0.83,-1,39.1,0.385,0
20:23.8,0.28,0.12,-0.77,-1,39.1,0.385,0
20:23.8,0.29,0.16,-0.72,-1,39.1,0.385,0
20:23.8,0.32,0.25,-0.7,-1,39.1,0.382,0
20:23.8,0.32,0.32,-0.68,-1,39.1,0.385,0
20:23.9,0.33,0.35,-0.69,-1,39.1,0.382,0
20:23.9,0.34,0.4,-0.68,-1,39.1,0.385,0
20:23.9,0.36,0.35,-0.62,-1,39.1,0.385,0
20:24.0,0.33,0.36,-0.64,-1,39.1,0.382,0
20:24.0,0.31,0.31,-0.64,-1,39.1,0.385,0
20:24.0,0.31,0.3,-0.64,-1,39.1,0.382,0
20:24.1,0.32,0.29,-0.66,-1,39.1,0.385,0
20:24.1,0.3,0.28,-0.69,-1,39.1,0.382,0
20:24.1,0.3,0.32,-0.7,-1,39.1,0.382,0
20:24.2,0.32,0.29,-0.67,-1,39.1,0.382,0
20:24.2,0.32,0.28,-0.66,-1,39.1,0.385,0
20:24.2,0.32,0.31,-0.69,-1,39.1,0.382,0
20:24.2,0.34,0.33,-0.68,-1,39.1,0.385,0
20:24.3,0.34,0.33,-0.69,-1,39.1,0.38,0
20:24.3,0.34,0.34,-0.68,-1,39.1,0.385,0
20:24.3,0.34,0.37,-0.67,-1,39.1,0.382,0
20:24.4,0.32,0.37,-0.69,-1,39.1,0.385,0
20:24.4,0.33,0.36,-0.65,-1,39.1,0.385,0
20:24.4,0.34,0.36,-0.65,-1,39.1,0.382,0
20:24.5,0.34,0.3,-0.64,-1,39.1,0.385,0
20:24.5,0.34,0.28,-0.65,-1,39.1,0.382,0
20:24.5,0.35,0.28,-0.67,-1,39.1,0.385,0
20:24.6,0.33,0.24,-0.68,-1,39.1,0.383,0
20:24.6,0.32,0.24,-0.69,-1,39.1,0.383,0
20:24.6,0.33,0.29,-0.65,-1,39.1,0.385,0
20:24.7,0.34,0.29,-0.65,-1,39.1,0.382,0
20:24.7,0.34,0.25,-0.67,-1,39.1,0.385,0
20:24.7,0.43,0.35,-0.68,-1,39.1,0.382,0
20:24.7,0.5,0.35,-0.76,-1,39.1,0.382,0
20:24.8,0.55,0.22,-0.79,-1,39.1,0.385,0
20:24.8,0.67,0.4,-0.87,-1,39.1,0.382,0
20:24.8,0.57,0.24,-0.76,-1,39.1,0.385,0
20:24.9,0.46,0.1,-0.62,-1,39.1,0.382,0
20:24.9,0.32,0.2,-0.55,-1,39.1,0.385,0
20:24.9,0.25,0.22,-0.5,-1,39.1,0.385,0
20:25.0,0.23,0.26,-0.49,-1,39.1,0.382,0
20:25.0,0.24,0.23,-0.55,-1,39.1,0.382,0
20:25.0,0.23,0.23,-0.56,-1,39.1,0.385,0
20:25.1,0.22,0.29,-0.58,-1,38.9,0.382,0
20:25.1,0.15,0.25,-0.76,-1,38.9,0.382,0
20:25.1,0.22,0.31,-0.7,-1,38.9,0.385,0
20:25.2,0.31,0.27,-0.74,-1,38.9,0.385,0
20:25.2,0.35,0.26,-0.72,-1,39.1,0.385,0
20:25.2,0.36,0.27,-0.56,-1,38.9,0.385,0
20:25.3,0.29,0.49,-0.62,-1,39.1,0.382,0
20:25.3,0.27,0.6,-0.61,-1,39.1,0.385,0
20:25.3,0.24,0.67,-0.52,-1,38.9,0.385,0
20:25.3,0.22,0.76,-0.49,-1,38.9,0.382,0
20:25.4,0.26,0.78,-0.38,-1,38.9,0.382,0
20:25.4,0.3,0.83,-0.19,-1,39.1,0.382,0
20:25.4,0.31,0.97,-0.04,-1,38.9,0.385,0
20:25.5,0.22,1.08,0.04,-1,38.9,0.385,0
20:25.5,0.19,1.38,0.09,-1,39.1,0.385,0
20:25.5,0.14,1.15,0,-1,39.1,0.38,0
20:25.6,0.12,1.07,0.02,-1,38.9,0.38,0
20:25.6,0.14,1.12,0.23,-1,38.9,0.38,0
20:25.6,0.1,1.03,0.25,-1,39.1,0.38,0
20:25.7,0,1.05,0.22,-1,39.1,0.38,0
20:25.7,-0.04,1.11,0.16,-1,38.9,0.38,0
20:25.7,-0.01,1.02,0.17,-1,38.9,0.38,0
20:25.8,-0.03,1.05,0.2,-1,39.1,0.38,0
20:25.8,-0.02,1,0.22,-1,38.9,0.38,0
20:25.8,-0.01,0.98,0.26,-1,38.9,0.38,0
20:25.8,-0.02,0.93,0.25,-1,38.9,0.38,0
20:25.9,-0.02,0.91,0.22,-1,38.9,0.38,0
20:25.9,0.04,0.92,0.24,-1,38.9,0.38,0
20:25.9,0.11,0.78,0.33,-1,38.9,0.38,0
20:26.0,0.11,0.84,0.27,-1,38.9,0.38,0
20:26.0,0.02,0.98,0.08,-1,38.9,0.38,0
20:26.0,0.03,0.93,0.1,-1,38.9,0.38,0
20:26.1,0.08,0.85,0.08,-1,38.9,0.38,0
20:26.1,0.06,1.07,-0.17,-1,38.9,0.38,0
20:26.1,0.04,0.77,-0.24,-1,38.9,0.38,0
20:26.2,0.05,0.76,-0.35,-1,38.9,0.382,0
20:26.2,0.08,0.69,-0.32,-1,38.9,0.383,0
20:26.2,0.09,0.37,-0.4,-1,38.9,0.385,0
20:26.2,0.02,0.15,-0.43,-1,38.9,0.385,0
20:26.3,0,0.3,-0.55,-1,38.9,0.385,0
20:26.3,0.02,0.31,-0.51,-1,38.9,0.385,0
20:26.3,0.05,0.25,-0.51,-1,38.9,0.385,0
20:26.4,0.04,0.22,-0.61,-1,38.9,0.385,0
20:26.4,0.07,0.13,-0.67,-1,38.9,0.385,0
20:26.4,0.08,0.22,-0.77,-1,38.9,0.385,0
20:26.5,0.05,0.21,-0.78,-1,38.9,0.385,0
20:26.5,0.03,0.28,-0.77,-1,38.9,0.382,0
20:26.5,0.05,0.45,-0.75,-1,38.9,0.382,0
20:26.6,0.09,0.28,-0.83,-1,38.9,0.38,0
20:26.6,0.04,0.25,-0.81,-1,38.9,0.385,0
20:26.6,0.03,0.17,-0.74,-1,38.9,0.385,0
20:26.7,0.04,0.04,-0.69,-1,38.9,0.382,0
20:26.7,0.04,0.12,-0.71,-1,38.9,0.385,0
20:26.7,0.02,-0.02,-0.75,-1,38.9,0.382,0
20:26.7,0,-0.02,-0.77,-1,38.9,0.385,0
20:26.8,-0.04,0.18,-0.77,-1,38.9,0.382,0
20:26.8,-0.04,0.12,-0.7,-1,38.9,0.385,0
20:26.8,-0.03,0.03,-0.61,-1,38.9,0.382,0
20:26.9,-0.06,0.27,-0.71,-1,38.9,0.383,0
20:26.9,-0.04,0.12,-0.63,-1,38.9,0.385,0
20:26.9,-0.02,-0.12,-0.48,-1,38.9,0.385,0
20:27.0,-0.1,0.2,-0.58,-1,38.9,0.385,0
20:27.0,-0.13,0.38,-0.52,-1,38.9,0.382,0
20:27.0,-0.12,0.67,-0.23,-1,38.9,0.385,0
20:27.1,-0.14,1.18,-0.07,-1,38.9,0.385,0
20:27.1,-0.18,1.17,-0.07,-1,38.9,0.382,0
20:27.1,-0.24,1.42,-0.13,-1,38.9,0.38,0
20:27.2,-0.39,0.72,0.03,-1,38.9,0.38,0
20:27.2,-0.22,1.45,0.05,-1,38.9,0.38,0
20:27.2,-0.34,0.93,0.11,-1,38.9,0.38,0
20:27.2,-0.3,0.98,0.2,-1,38.9,0.38,0
20:27.3,-0.29,1,0.25,-1,38.9,0.377,0
20:27.3,-0.22,1.06,0.19,-1,38.9,0.371,0
20:27.3,-0.21,0.83,0.22,-1,38.9,0.368,0
20:27.4,-0.16,1.01,0.05,-1,38.9,0.374,0
20:27.4,-0.13,0.73,0.17,-1,38.9,0.382,0
20:27.4,-0.15,0.87,-0.09,-1,38.9,0.385,0
20:27.5,-0.11,0.85,-0.16,-1,38.9,0.385,0
20:27.5,-0.15,0.86,-0.2,-1,38.9,0.385,0
20:27.5,-0.14,0.8,-0.21,-1,38.9,0.389,0
20:27.6,-0.16,0.66,-0.19,-1,38.9,0.391,0
20:27.6,-0.22,0.78,-0.33,-1,38.9,0.389,0
20:27.6,-0.23,0.84,-0.37,-1,38.9,0.391,0
20:27.7,-0.19,0.68,-0.33,-1,38.9,0.391,0
20:27.7,-0.13,0.83,-0.39,-1,38.9,0.391,0
20:27.7,-0.24,0.86,-0.43,-1,38.9,0.391,0
20:27.8,-0.19,0.72,-0.42,-1,38.9,0.391,0
20:27.8,-0.2,0.72,-0.41,-1,38.9,0.391,0
20:27.8,-0.08,0.73,-0.44,-1,38.9,0.391,0
20:27.8,-0.01,0.7,-0.46,-1,38.9,0.395,0
20:27.9,-0.15,0.64,-0.44,-1,38.9,0.397,0
