Time,Z-axis,Y-axis,X-axis,Battery,∞Celsius,EDA(uS),Event
19:05.7,-0.23,0,-0.81,-1,36.8,0.012,1
19:05.7,-0.28,0.04,-0.63,-1,36.8,0.012,1
19:05.8,-0.3,0.1,-0.74,-1,36.8,0.012,1
19:05.8,-0.31,0.17,-0.76,-1,36.8,0.012,1
19:05.8,-0.26,0.17,-0.76,-1,36.6,0.012,1
19:05.9,-0.31,-0.01,-0.85,-1,36.8,0.012,1
19:05.9,-0.21,-0.16,-0.88,-1,36.8,0.012,1
19:05.9,-0.31,-0.01,-0.87,-1,36.8,0.012,1
19:06.0,-0.35,0.2,-0.74,-1,36.8,0.012,1
19:06.0,-0.24,-0.16,-0.56,-1,36.6,0.012,1
19:06.0,-0.27,0.24,-0.75,-1,36.8,0.012,1
19:06.1,-0.28,0.4,-0.7,-1,36.8,0.012,1
19:06.1,-0.29,0.06,-0.63,-1,36.8,0.012,1
19:06.1,-0.39,0.05,-0.78,-1,36.6,0.012,1
19:06.2,0.19,0.6,-1.52,-1,36.8,0.012,1
19:06.2,-0.28,0.18,-0.73,-1,36.8,0.012,1
19:06.2,-0.34,0.26,-0.88,-1,36.8,0.014,1
19:06.2,-0.34,0.17,-0.8,-1,36.6,0.014,1
19:06.3,-0.32,-0.03,-0.77,-1,36.8,0.014,1
19:06.3,-0.33,0.04,-0.78,-1,36.8,0.012,1
19:06.3,-0.33,-0.08,-0.73,-1,36.8,0.012,1
19:06.4,-0.3,0.11,-0.84,-1,36.6,0.012,1
19:06.4,-0.29,0.14,-0.9,-1,36.6,0.012,1
19:06.4,-0.29,0.2,-0.86,-1,36.8,0.014,1
19:06.5,-0.36,0.07,-0.75,-1,36.6,0.012,1
19:06.5,-0.36,0.03,-0.7,-1,36.8,0.012,1
19:06.5,-0.33,0.18,-0.74,-1,36.8,0.012,1
19:06.6,-0.41,0.18,-0.73,-1,36.6,0.012,1
19:06.6,-0.32,0.17,-0.7,-1,36.8,0.012,1
19:06.6,-0.31,0.12,-0.73,-1,36.6,0.012,1
19:06.7,-0.32,0.19,-0.72,-1,36.6,0.012,1
